# ========== OUTPUT ==========
# Cloudlet ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Submission Time    Processing Cost
    895        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    1363        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    1839        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    1867        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    2059        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    2075        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    2183        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    2539        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    2663        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    2731        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    2975        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    3047        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    3083        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    3159        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    3331        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    3407        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    3911        SUCCESS        3            3            0.88        0.1            0.98        0.1        3
    272        SUCCESS        2            0            1        0.1            1.1        0.1        3
    420        SUCCESS        2            0            1        0.1            1.1        0.1        3
    660        SUCCESS        2            0            1        0.1            1.1        0.1        3
    672        SUCCESS        2            0            1        0.1            1.1        0.1        3
    1148        SUCCESS        2            0            1        0.1            1.1        0.1        3
    1196        SUCCESS        2            0            1        0.1            1.1        0.1        3
    1276        SUCCESS        2            0            1        0.1            1.1        0.1        3
    1436        SUCCESS        2            0            1        0.1            1.1        0.1        3
    2064        SUCCESS        2            0            1        0.1            1.1        0.1        3
    2088        SUCCESS        2            0            1        0.1            1.1        0.1        3
    2092        SUCCESS        2            0            1        0.1            1.1        0.1        3
    2300        SUCCESS        2            0            1        0.1            1.1        0.1        3
    2420        SUCCESS        2            0            1        0.1            1.1        0.1        3
    2724        SUCCESS        2            0            1        0.1            1.1        0.1        3
    2772        SUCCESS        2            0            1        0.1            1.1        0.1        3
    2896        SUCCESS        2            0            1        0.1            1.1        0.1        3
    3172        SUCCESS        2            0            1        0.1            1.1        0.1        3
    3176        SUCCESS        2            0            1        0.1            1.1        0.1        3
    3640        SUCCESS        2            0            1        0.1            1.1        0.1        3
    3748        SUCCESS        2            0            1        0.1            1.1        0.1        3
    551        SUCCESS        3            3            1        0.1            1.1        0.1        3
    555        SUCCESS        3            3            1        0.1            1.1        0.1        3
    567        SUCCESS        3            3            1        0.1            1.1        0.1        3
    835        SUCCESS        3            3            1        0.1            1.1        0.1        3
    1211        SUCCESS        3            3            1        0.1            1.1        0.1        3
    1247        SUCCESS        3            3            1        0.1            1.1        0.1        3
    1571        SUCCESS        3            3            1        0.1            1.1        0.1        3
    1751        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2067        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2099        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2139        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2287        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2499        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2531        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2647        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2747        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2795        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2811        SUCCESS        3            3            1        0.1            1.1        0.1        3
    2959        SUCCESS        3            3            1        0.1            1.1        0.1        3
    3367        SUCCESS        3            3            1        0.1            1.1        0.1        3
    3715        SUCCESS        3            3            1        0.1            1.1        0.1        3
    3991        SUCCESS        3            3            1        0.1            1.1        0.1        3
    51        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    163        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    255        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    287        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    363        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    587        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    1047        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    1303        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    1527        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    1547        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    1611        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    1623        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    1683        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    1835        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    1875        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    1883        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    2227        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    2407        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    2467        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    2547        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    2707        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    2879        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3071        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3323        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3411        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3471        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3575        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3655        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3667        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3683        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3691        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3731        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    3747        SUCCESS        3            3            1.12        0.1            1.22        0.1        3
    59        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    167        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    231        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    243        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    571        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    695        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    995        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    1139        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    1171        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    1479        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    1563        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    1679        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    1879        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    2171        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    2371        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    2555        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    2559        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    2603        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    2843        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    2907        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    3027        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    3223        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    3847        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    3875        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    3967        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    3975        SUCCESS        3            3            1.25        0.1            1.35        0.1        3
    267        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    383        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    491        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    523        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    859        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    927        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    1059        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    1063        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    1119        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    1659        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    1955        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    1963        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    2015        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    2103        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    2247        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    2255        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    2483        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    2695        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    2715        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    2735        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    2887        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    2947        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    3151        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    3439        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    3483        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    3499        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    3639        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    3643        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    3811        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    3999        SUCCESS        3            3            1.38        0.1            1.48        0.1        3
    308        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    316        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    348        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    504        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    940        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    948        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    1328        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    1332        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    1828        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2040        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2124        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2140        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2228        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2268        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2288        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2364        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2476        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2580        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2736        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2900        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    2984        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    3108        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    3408        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
